Genes,logFC,P.Value
IFI35,4.997863803,4.49E-205
IFI35,3.231221294,4.05E-07
IFI35,2.459810918,0.000137655
IFI35,2.425932065,0.000212086
IFI35,2.559235514,0.023135402
IFI44,4.957350665,1.23E-09
IFI44,2.773821575,3.30E-08
IFI44,2.718142916,3.58E-08
IFI44,2.398068971,3.60E-07
IFI44,2.842016237,4.92E-06
IFI44,7.686670596,5.66E-299
IFI44,6.540279492,8.25E-10
IFI44,2.819350241,6.12E-06
IFI44,3.017953222,9.99E-06
IFI44,2.733378069,1.29E-05
IFI44,2.292393989,8.03E-05
IFI44,1.509389532,0.000150675
IFI44,2.575036009,1.75E-07
IFI44,2.042720493,3.04E-06
IFI44,2.95682501,0.003480131
IFI44,3.425873015,0.012470285
IFI44L,1.588659177,2.28E-06
IFI44L,1.678592401,6.53E-06
IFI44L,3.689185904,3.07E-08
IFI44L,3.376837386,1.24E-07
IFI44L,3.366703849,3.00E-06
IFI44L,3.498937699,1.85E-07
IFI44L,3.083214448,3.75E-07
IFI44L,3.675635732,1.20E-06
IFI47,2.527953126,1.60E-06
IFI47,7.885705229,1.35E-205
IFI47,4.407202967,0.006132189
IFI6,4.129269616,5.58E-10
IFI6,3.181504246,6.75E-08
IFI6,3.42584941,1.14E-05
IFI6,3.995660109,1.39E-08
IFIH1,2.141129994,0.028217683
IFIH1,2.427509963,1.51E-07
IFIH1,2.4484618,2.29E-07
IFIH1,3.738866164,3.89E-09
IFIH1,4.622176245,6.81E-09
IFIH1,3.850141229,2.65E-08
IFIH1,5.28898214,0
IFIH1,4.923148161,1.84E-10
IFIH1,4.268045906,1.31E-07
IFIH1,3.400007697,7.20E-06
IFIH1,5.007129136,1.76E-11
IFIH1,4.111877399,6.64E-09
IFIH1,3.231464974,0.005378776
IFIT1,5.37415196,5.16E-10
IFIT1,5.214452826,1.10E-10
IFIT1,4.770477872,3.08E-10
IFIT1,3.950416608,6.71E-09
IFIT1,6.74733002,7.75E-10
IFIT1,2.487889647,0.000136594
IFIT1,4.619882031,7.02E-12
IFIT1,4.271068887,0.000262766
IFIT1BL1,4.820401148,0
IFIT2,4.9001513,1.16E-09
IFIT2,7.001749901,9.45E-11
IFIT2,6.80624551,3.69E-10
IFIT2,6.196736358,2.32E-09
IFIT2,4.812410002,1.38E-10
IFIT2,5.645269667,2.27E-09
IFIT2,4.463351755,3.92E-09
IFIT2,6.207443635,0
IFIT2,5.345156275,1.65E-10
IFIT2,4.437678044,3.36E-07
IFIT2,3.705467911,8.62E-07
IFIT2,5.392828,3.74E-11
IFIT2,5.587731335,9.52E-11
IFIT2,3.252228237,0.007286746
IFIT2,4.204278942,0.004991917
IFIT3,3.561495488,1.11E-07
IFIT3,4.359579251,9.48E-10
IFIT3,4.781062921,5.31E-11
IFIT3,4.038238469,4.43E-09
IFIT3,6.496427808,0
IFIT3,2.92218937,3.22E-05
IFIT3,3.539872277,8.42E-10
IFIT3,4.887689157,0.000100851
IFIT5,1.517769921,3.55E-06
IFIT5,3.091170198,3.19E-08
IFIT5,2.567199662,4.63E-08
IFIT5,2.359144087,1.26E-07
IFIT5,1.927468062,1.66E-05
IFIT5,1.776374296,2.01E-05
IFIT5,2.246430861,1.17E-08
IFITM1,-0.586740551,8.56E-05
IFITM1,-0.580578495,0.00018899
IFITM1,1.506198063,8.47E-07
IFITM1,2.100228645,2.15E-06
IFITM1,2.091343394,7.62E-06
IFITM1,4.470730242,5.92E-09
IFITM1,4.497659942,1.09E-08
IFITM1,2.953063392,1.11E-32
IFITM1,3.697764611,1.62E-05
IFITM1,3.674973168,2.64E-05
IFITM1,4.584311295,5.79E-11
IFITM1,4.514642954,8.57E-11
IFITM2,-0.558911111,0.000303172
IFITM2,2.262668445,0.014696753
IFITM2,1.701782527,1.22E-06
IFITM2,1.558870494,8.87E-07
IFITM2,1.536902005,1.78E-06
IFITM2,2.76995282,1.75E-63
IFITM3,2.466623523,0.006507299
IFITM3,3.666625655,8.33E-10
IFITM3,5.508913662,0
IFITM3,5.211542011,8.56E-09
IFITM3,1.638661658,2.91E-05
IFITM3,1.86741929,2.55E-06
IFITM3,2.657697484,0.032116183
IFITM3P2,3.529803057,0.002231367
IFITM6,2.378352876,2.99E-06
IFITM6,9.520494098,8.97E-11
IFITM6,2.427598817,0.009808954
IFITM7,2.861472118,0.0205795
IFNA1,2.18436488,4.33E-06
IFNA10,9.505024065,1.32E-11
IFNA12,-0.56981424,0.012540359
IFNA15,2.840594307,1.89E-05
IFNA16,8.336470901,5.11E-09
IFNA17,7.874649447,7.13E-10
IFNA2,2.221397661,1.28E-06
IFNA2,5.125884582,0.006827672
IFNA2,5.214233634,9.75E-06
IFNA21,6.333188127,3.90E-09
IFNA22P,6.365297553,0.004108629
IFNA4,5.68646417,0.001817867
IFNA4,2.451088364,4.22E-06
IFNA4,4.886161847,2.78E-05
IFNA4,4.743082225,5.78E-05
IFNA5,7.860640142,7.17E-12
IFNA5,6.414322973,0.000101072
IFNA7,7.950596836,7.99E-11
IFNA7,2.697263789,3.36E-06
IFNAB,4.632078124,0.028888031
IFNAR1,-1.204484658,3.73E-06
IFNAR1,-0.609493573,0.000621695
IFNAR1,-0.693499173,8.26E-05
IFNAR1,-0.666366522,0.000116639
IFNAR1,-0.54231947,0.000276657
IFNAR1,-0.503020232,0.002582171
IFNAR2,-0.701760437,4.70E-06
IFNAR2,-0.59280726,0.000240239
IFNB1,6.492928906,5.32E-10
IFNB1,5.953195795,0.012367609
IFNB1,9.582225196,1.28E-10
IFNB1,1.900568891,2.10E-05
IFNB1,9.465238985,8.19E-11
IFNB1,7.885282306,3.77E-14
IFNB1,5.799170908,3.27E-06
IFNB1,1.72242687,2.92E-06
IFNG,1.745250796,1.86E-05
IFNG,8.232694671,1.95E-15
IFNGAS1,5.331210077,0.003963939
IFNL1,2.612473646,1.45E-06
IFNL1,3.897905799,7.59E-08
IFNL1,3.886886688,1.31E-08
IFNL1,4.171456995,6.18E-06
IFNL1,4.152445317,1.34E-10
IFNL2,5.762057737,0.010965216
IFNL2 /// IFNL3,1.720502077,1.87E-05
IFNL3,6.015918119,1.89E-06
IFNL3P1,3.788853824,0.017556288
IFNLR1,1.760855357,3.09E-09
IFNW1,6.739155582,2.13E-08
IFNWP5,7.11737849,4.51E-07
IFRD1,1.907530322,7.45E-08
IFRD1,1.775765247,9.28E-98
IFRD1,1.884252791,9.82E-06
IFRD2,-0.570014028,0.024471204
IFRD2,-0.894811179,0.006674463
IFT122,-0.865654431,0.029673573
IFT122,-0.707978255,1.49E-08
IFT122,-0.543623234,0.006065006
IFT140,-0.891784332,0.043080984
IFT140,-1.073359897,1.25E-14
IFT140,-0.676869506,0.002114989
IFT140,-0.605709784,0.002826987
IFT172,-2.273132488,5.81E-08
IFT172,-0.614912203,0.027348978
IFT20,-0.874110582,1.48E-11
IFT22,-0.864158199,1.10E-11
IFT27,-1.299172744,0.003182895
IFT27,-0.590587946,0.000974182
IFT46,-0.586302372,0.000259521
IFT46,-0.550490806,0.000181449
IFT80,-0.950940156,9.49E-05
IFT80,-0.93059814,4.70E-18
IFT81,-1.003845084,3.90E-20
IFT81,-0.982067035,0.009378364
IFT81,-0.587816554,0.024918419
IFTAP,-0.876600353,3.42E-10
IGBP1B,-5.147422154,0.025731292
IGDCC3,3.114778351,0.04447396
IGDCC3,-0.944119708,0.013829427
IGDCC3,-0.593092737,0.00368791
IGDCC3,-0.622293556,0.016102483
IGDCC4,-0.595345083,0.000102247
IGDCC4,-0.552971461,0.000961388
IGDCC4,-0.864354169,0.00114632
IGDCC4,-1.852776542,7.53E-62
IGDCC4,-0.704693687,6.87E-05
IGDCC4,-1.399857111,0.004357252
IGF1R,-1.409593873,1.14E-05
IGF1R,-0.99199914,2.19E-07
IGF1R,-0.661730112,0.000532989
IGF1R,-0.721728537,0.001519562
IGF1R,-0.623190887,7.49E-05
IGF1R,-0.590811242,0.000209878
IGF1R,-0.522602969,0.002611201
IGF1R,-0.750952733,0.001644655
IGF1R,-0.5173413,0.047125778
IGF2,-1.018518936,1.33E-28
IGF2,-0.538148021,0.003319447
IGF2,-1.018165505,0.036272478
IGF2,-1.004530061,0.034061051
IGF2,-0.966278757,0.043155455
IGF2,-0.954270646,0.037582565
IGF2,-0.946288723,0.027997003
IGF2,-0.944751289,0.041759369
IGF2,-0.941055511,0.032729208
IGF2,-0.932690454,0.032559148
IGF2,-0.930685121,0.03068471
IGF2,-0.921696264,0.039498304
IGF2,-0.918389465,0.038552724
IGF2 /// INS-IGF2,-0.889867737,3.67E-06
IGF2 /// INS-IGF2,-0.753523812,8.37E-06
IGF2 /// INS-IGF2,2.122782412,3.21E-06
IGF2 /// INS-IGF2,1.92593111,4.02E-06
IGF2 /// INS-IGF2,-1.141723755,0.000864284
IGF2 /// INS-IGF2,-1.528174911,0.00234106
IGF2BP1,3.778613546,0.003569827
IGF2BP1,-0.676599364,0.001635739
IGF2BP1,-0.558411982,0.000477105
IGF2BP1,-0.579514052,0.003628296
IGF2BP2,2.947641652,7.42E-41
IGF2BP3,2.145060778,0.015901525
IGF2BP3,2.018888643,2.22E-20
IGF2BP3,-0.522086133,0.000796111
IGF2R,-0.562358959,0.012873838
IGFALS,3.767682531,1.31E-05
IGFBP1,5.949968593,0.000531776
IGFBP2,-0.58799288,0.002349406
IGFBP2,-0.856080113,0.000258964
IGFBP3,1.607645775,5.38E-05
IGFBP3,2.457717246,8.34E-92
IGFBP4,-0.709884999,6.56E-05
IGFBP4,-0.555219228,4.04E-05
IGFBP4,-0.536839286,0.000781348
IGFBP4,2.832523048,0.007581804
IGFBP4,-1.110918105,0.001283555
IGFBP4,-0.653747779,0.0024048
IGFBP4,-0.582106685,0.004012717
IGFBP4,-1.305047564,0.005485798
IGFBP4,-1.008019307,0.021646549
IGFBP4,-1.06701783,0.003273024
IGFBP5,-1.731101714,2.42E-07
IGFBP5,-1.115880633,0.000431818
IGFBP5,-0.957905918,8.76E-05
IGFBP5,-1.389172061,3.93E-06
IGFBP5,-0.868513786,6.62E-05
IGFBP5,-1.215072347,6.75E-05
IGFBP5,-0.658832765,3.85E-05
IGFBP5,-1.1930807,2.36E-48
IGFBP5,-1.009584802,0.017515279
IGFBP6,2.812709044,0.001628473
IGFBP6,-0.764778003,6.18E-05
IGFBP6,2.092650461,4.33E-07
IGFBP7,1.503610746,1.65E-05
IGFBP7,1.515259615,1.37E-26
IGFBP7,1.754679268,8.46E-06
IGFBP7,-0.658404528,0.031642727
IGFN1,-2.243532171,5.08E-14
IGHG1,-0.785454806,0.004872134
IGHG3,-0.514049452,0.021189994
IGIP,-0.712029231,0.000345372
IGIP,-0.595628972,0.000532812
IGK,1.6780015,2.36E-16
IGKC,-0.579556438,0.007899642
IGL,2.209123008,0.000770815
IGLL3P,-0.934011965,0.003500767
IGLL3P,-1.030720251,0.001635707
IGLV1-40,-0.519518071,0.039295229
IGLV1-40,-0.700526199,0.013735234
IGSF1,-0.625861571,0.000736798
IGSF1,-1.953941775,1.21E-29
IGSF1,-1.797289737,0.019968494
IGSF10,-1.697613108,5.53E-07
IGSF10,-1.066864716,0.000681138
IGSF11,-0.554811243,7.28E-11
IGSF11,-0.552733577,0.005417266
IGSF21,-0.708479243,3.50E-06
IGSF21,-1.09375924,1.46E-05
IGSF21,-0.770373429,5.83E-11
IGSF21,-0.748381439,0.000214289
IGSF22,-2.632242128,0.011158459
IGSF3,-1.97873319,2.26E-09
IGSF3,-1.931831279,4.54E-06
IGSF3,-0.851157347,5.64E-05
IGSF3,-0.895970701,6.38E-05
IGSF3,-0.594036696,0.000327464
IGSF3,-0.535224372,0.006108031
IGSF6,2.792415931,6.93E-06
IGSF6,2.106817586,0.000541278
IGSF8,-0.605578556,0.005396871
IGSF9,-0.700140384,0.000975922
IGSF9,-0.672384656,0.001178288
IGSF9,-0.677834243,0.000816473
IGTP,4.824941342,6.15E-10
IGTP,7.098263259,0
IGTP,6.143295804,4.56E-11
IGTP,5.240379795,0.00686817
IHH,-0.721267801,0.001958121
IHO1,1.775017169,0.012075521
IIGP1,5.532051638,1.44E-10
IIGP1,7.909530693,0
IIGP1,5.886154759,0.00129986
IIGP2,3.658054346,0.017112568
IKBIP,-0.670418478,0.000126048
IKBIP,-0.589410865,4.26E-05
IKBIP,-1.347307711,0.005459625
IKBIP,-1.305152258,1.33E-11
IKBKAP,-0.515744182,0.003095848
IKBKAP,-0.533104952,0.007343056
IKBKB,-0.564002949,5.47E-05
IKBKE,3.780626471,8.42E-10
IKBKG,-0.884612704,0.001102225
IKBKG,-0.789186321,0.010511314
IKBKG,-0.599551299,0.029864359
IKZF1,2.170578573,1.26E-65
IKZF3,4.606200948,1.22E-17
IL10,9.190098879,4.91E-10
IL10RA,1.540647156,6.08E-05
IL10RA,2.265353061,9.50E-57
IL10RA,1.562887958,0.031458851
IL10RB,1.599274214,0.00280713
IL11RA,-0.710091924,0.000157956
IL11RA,-0.593411708,0.004399309
IL12A-AS1,2.737012207,0.000823992
IL12B,9.848694131,1.93E-11
IL12B,2.695529174,1.26E-06
IL12RB1,1.564748362,6.70E-05
IL12RB1,5.353845909,7.58E-219
IL12RB1,2.918451507,0.047489817
IL13,4.698905665,0.022073397
IL13,-0.605303945,0.00739043
IL13RA1,1.530576562,1.99E-05
IL13RA1,2.881975567,3.03E-27
IL13RA1,1.64599419,0.000150596
IL13RA1,-0.518928877,0.001063314
IL13RA1,-0.704556714,0.000102636
IL15,1.625568962,0.031112414
IL15,2.45977433,1.97E-44
IL15,1.624112082,1.62E-06
IL15,1.604314934,2.23E-06
IL15RA,2.562690125,0.010210088
IL15RA,1.676931096,9.51E-07
IL15RA,3.560152613,1.38E-128
IL16,-1.628409161,0.00114716
IL16,-0.72082046,0.041866756
IL17C,6.518682621,6.38E-05
IL17D,-0.54195644,0.002891699
IL17D,-1.032568975,7.75E-06
IL17D,-1.113607578,0.04795988
IL17RA,-0.612920858,0.047542471
IL17RA,2.643456078,5.53E-109
IL17RA,-0.585584938,0.001337431
IL17RD,2.047873024,0.018329415
IL17RD,-0.53128341,0.000286018
IL17RD,-0.54563304,0.014255509
IL17RD,-0.783943076,9.31E-05
IL17RE,-0.551430897,4.38E-05
IL17RE,-0.508975546,0.017248731
IL18BP,4.254094198,1.49E-222
IL18R1,8.611485839,7.41E-09
IL18RAP,6.370152616,3.88E-09
IL19,6.318729794,0.000157749
IL1A,1.775469336,1.33E-06
IL1F6,5.298572507,0.00445069
IL1F9,6.08766662,0.000354444
IL1R2,7.085323095,4.26E-88
IL1R2,1.554649758,0.002929774
IL1R2,2.608492412,0.019036768
IL1RAP,-0.792686936,9.40E-06
IL1RAPL1,-1.159291887,0.000150196
IL1RAPL1,-0.525361399,1.43E-15
IL1RAPL2,-0.734828198,0.003025329
IL1RAPL2,-1.027261078,2.12E-20
IL1RL2,-1.828013516,0.000159341
IL1RL2,1.867374764,1.62E-06
IL1RN,2.332847288,6.59E-06
IL1RN,10.79225013,5.76E-26
IL1RN,3.061238792,1.99E-08
IL20RB,1.905051169,1.22E-07
IL20RB,3.536496384,7.14E-09
IL20RB,3.527500271,3.06E-10
IL20RB,1.786792981,6.13E-06
IL20RB,1.70489787,4.12E-12
IL21,7.009573226,8.71E-06
IL21R,2.899839793,8.53E-33
IL22,2.068896321,0.000501261
IL23R,4.402585044,9.73E-13
IL24,-3.140775502,0.000409769
IL27,7.475654825,1.29E-06
IL27RA,-0.853072716,3.08E-05
IL27RA,-0.500230626,0.002450177
IL27RA,2.278340663,0.006712789
IL2RA,2.776586225,0.013198137
IL2RA,5.295614892,1.29E-13
IL2RA,-0.504189601,0.042773221
IL2RB,1.573018956,0.000111728
IL2RB,5.793228405,2.68E-55
IL2RG,3.525833472,9.35E-07
IL2RG,5.943631686,1.69E-46
IL2RG,2.837379882,3.54E-08
IL2RG,-0.51079916,0.003165929
IL31RA,3.517439203,3.64E-05
IL32,-0.805924835,0.011188534
IL32,-1.094538107,0.017820061
IL32,-0.904771047,0.022151355
IL32,-0.883146003,0.023488879
IL33,2.040932583,1.03E-05
IL34,-0.625159816,0.000364643
IL34,-1.094193018,5.30E-11
IL3RA,2.915273531,3.69E-20
IL4I1,2.197748155,0.011228767
IL4I1,1.557645566,0.000120414
IL4R,-0.529132942,0.001099054
IL4RA,1.530603058,0.000709685
IL4RA,3.734704543,2.89E-216
IL4RA,2.511121142,0.004068859
IL5RA,2.925450208,2.62E-14
IL6,2.267941243,5.59E-07
IL6,2.752034634,4.53E-05
IL6,2.473866133,6.05E-08
IL6,2.659975802,5.08E-07
IL6,1.602663233,0.021340986
IL6,1.62440628,0.02362023
IL6,1.679045962,0.021489342
IL6,1.726724966,0.017535563
IL6,1.827533869,0.017212832
IL6,1.828454158,0.015533035
IL6,1.847809087,0.016252595
IL6,1.850680832,0.017305533
IL6,1.891019447,0.015708442
IL6,1.902955863,0.013782004
IL6RA,2.654165235,6.85E-68
IL6ST,-0.667579206,0.000481225
IL6ST,-0.652423953,0.002297587
IL6ST,-0.643354214,0.001818734
IL6ST,-0.553928518,0.010364864
IL7,2.032254295,0.007756895
IL7,5.311865829,5.70E-21
IL7R,2.049988721,0.000656184
IL7R,4.200440036,5.21E-74
IL7R,1.745550867,1.80E-05
ILDR1,2.487186216,0.000385669
ILDR1,2.28794541,4.68E-10
ILDR1,-0.586926966,0.002976241
ILDR2,-1.059034835,1.39E-34
ILDR2,-0.515803368,0.048753049
ILF3,-0.73749874,8.69E-05
ILF3,-0.711121913,0.000177461
ILF3,-0.673559463,7.09E-06
ILF3,-0.621748019,4.22E-05
ILF3,-0.583350894,0.000141377
ILF3,-0.555135381,4.20E-05
ILF3,-0.549010646,0.000467743
ILF3,-0.567719745,0.023039488
ILK,1.53009941,0.014583384
ILK,-1.147333028,0.006062428
IMMP1L,-0.565042299,0.000413548
IMMP1L,-0.740933661,0.000282511
IMMP2L,-0.655050223,2.72E-12
IMMT,-0.547163321,0.000198041
IMMT,-0.714471594,0.004268888
IMMT,-0.514455855,0.014017519
IMP3,-0.861024183,1.09E-05
IMP3,-0.74055393,9.40E-06
IMPA1,-0.504443906,2.58E-07
IMPA2,-0.960993338,5.71E-06
IMPA2,-1.893855238,0.002487628
IMPA2,-0.738174205,4.63E-05
IMPA2,-0.572753236,0.000930778
IMPA2,-0.588701412,0.000777068
IMPA2,-0.940833663,0.000413974
IMPACT,-0.857485666,1.05E-29
IMPACT,-0.703543097,0.001563323
IMPAD1,-0.565267614,1.70E-05
IMPDH1,-0.897165224,7.57E-06
IMPDH1,-0.787766113,3.78E-05
IMPDH1,-0.737746703,3.43E-06
IMPDH1,-0.734670977,2.31E-06
IMPDH1,-0.947547888,0.009675485
IMPDH1,-1.12626303,1.43E-14
IMPDH1,-0.536855444,0.011324213
IMPDH1,-0.560128023,0.02197473
IMPDH1,-0.916180509,0.008031552
IMPDH1P5,4.447863064,0.035170468
IMPDH2,-0.781714475,0.029284651
IMPDH2,-0.545457762,0.005464864
IMPDH2,-0.514713511,0.000745073
IMPDH2,-0.669207692,0.000238328
IMPDH2,-0.640253956,0.000336367
IMPDH2,-0.635127661,0.000403681
IMPDH2,-0.620692761,0.000446026
IMPDH2,-0.59384305,0.000522779
IMPDH2,-0.571245661,0.000669927
IMPDH2,-0.544531135,0.000873955
INA,-0.812692529,1.05E-05
INA,-0.678904801,0.002462278
INADL,-0.5460158,0.001075365
INADL,-0.649793901,0.000240221
INAFM1,-0.521459502,0.003093704
INF2,-0.876834297,1.34E-21
ING1,-0.608879313,1.66E-05
ING3,1.753302182,1.88E-08
ING5,-0.752521329,0.000176193
ING5,-1.209835776,0.033014431
INHA,-0.593808338,0.023782836
INHA,-0.603342463,0.004912109
INHA,-0.892818339,0.002986655
INHBA,2.873140235,6.94E-05
INHBA,1.611781358,9.89E-05
INHBA-AS1,2.578077307,0.000591653
INHBE,1.81922247,7.11E-06
INHBE,3.238817067,9.05E-09
INIP,-0.624209609,0.00193613
INKA2,-0.819420867,0.016842189
INKA2,-1.193456921,1.04E-27
INO80B,-0.575532146,0.012882088
INO80B-WBP1 /// WBP1,-0.802913985,0.000616523
INO80B-WBP1 /// WBP1,-0.60423789,0.006596397
INO80C,-0.51763712,0.000121039
INPP4A,-0.814714964,1.95E-05
INPP4A,-0.719934167,1.09E-05
INPP4A,-0.672200963,0.045710224
INPP4A,-0.509927843,0.003623648
INPP4A,-0.741334047,2.46E-05
INPP4A,-0.752177258,4.33E-26
INPP4A,-0.617018215,6.76E-05
INPP5A,-0.583488547,0.000383519
INPP5A,-0.517393871,0.00057277
INPP5A,-0.561700217,0.000543468
INPP5D,1.536706703,6.45E-05
INPP5D,2.645954155,1.16E-96
INPP5F,-0.959118892,1.18E-05
INSC,-1.163253853,1.76E-08
INSIG1,-1.652299505,2.73E-08
INSIG1,-1.561313153,1.67E-08
INSIG1,-1.150494179,1.33E-07
INSIG1,-0.657332307,0.022052299
INSIG1,-0.592805757,0.016449328
INSIG2,-0.598550245,1.72E-07
INSIG2,-0.509431236,0.006924172
INSL5,2.024995942,0.026779818
INSL5,-0.785016383,9.27E-05
INSL6,1.580361166,0.001354011
INSL6,1.686458728,0.012457573
INSM1,-2.000337706,7.61E-09
INSM1,-0.811339398,0.006871535
INSR,-0.794067882,1.88E-06
INSR,-0.712356912,9.92E-06
INSR,-0.521487185,5.51E-05
INSR,-1.534334475,0.013625547
INSR,-0.555137529,0.001671959
INSR,-0.540783275,0.018195094
INSR,-0.846416298,3.48E-05
INSR,-0.564649242,0.025815662
INSRR,2.279593551,2.63E-05
INSYN1,-1.324238647,7.56E-50
INTS1,-0.612079087,0.017843466
INTS1,-0.521663428,0.017249681
INTS10,-0.617113175,0.001112539
INTS10,-0.512053994,3.96E-07
INTS10,-1.287582594,0.00517093
INTS3,-0.554989196,7.37E-09
INTS3,-0.581624093,0.003611769
INTS3,-0.92321644,0.003534004
INTS3,-0.64382132,0.008061887
INTS6,-0.689325383,0.001621711
INTS6,-0.672216118,0.000969544
INTS6,-0.568846739,0.014268207
INTS6,-0.865111518,1.98E-16
INTS9,-0.578507241,0.000582376
INTS9,-0.573482082,0.000783161
INTS9,-0.509267798,0.000293655
INTU,1.824393112,3.11E-08
INTU,-1.699644108,0.035283602
INVS,-0.932954377,2.55E-10
IPCEF1,-1.131673315,0.000654018
IPMK,-0.529057452,0.001003515
IPO11 /// LRRC70,1.617222439,7.97E-08
IPO13,-0.64592269,0.035765167
IPO5,-0.587354275,1.35E-05
IPO5,-0.786307491,0.011949256
IPO5,-0.513788581,0.002297939
IPO5,-0.813673366,5.06E-05
IPO5,-0.699962658,0.000322243
IPO7,-0.750889847,1.90E-06
IPO7,-0.50145297,0.000554141
IPO7,-0.541190828,8.05E-13
IPO8,-0.71083844,0.000685775
IPO8,-0.709215285,4.32E-16
IPO8,-0.505335338,0.010533809
IPO9,-1.274110453,5.29E-08
IPO9,-0.668565786,4.33E-05
IPO9,-0.51420944,0.000142634
IPO9,-0.50312737,0.000140328
IPO9,-0.668459773,8.54E-05
IPO9,-0.831848142,0.000520789
IPO9,-0.759495261,0.002331804
IPO9,-0.581531823,0.000783261
IPO9,-0.723362063,2.63E-25
IPO9,-0.885153039,0.00030621
IPP,-0.816805786,2.47E-05
IPP,-0.622514372,0.00022793
IPP,-0.683133463,0.001796169
IPP,-0.824911583,0.001030813
IPP,-0.515066368,0.011046553
IPP,-0.927999931,4.55E-09
IPP,-0.743892761,0.000537413
IPW,-0.581292423,0.000903545
IQCA,2.539808563,4.44E-21
IQCB1,-0.796540707,0.017188233
IQCC,-1.295042421,2.34E-09
IQCD,-0.987540624,0.008111057
IQCD,-0.83118721,0.046770536
IQCE,-0.630610727,4.66E-05
IQCE,-0.547994766,0.012470804
IQCF5,-0.553622344,0.001131357
IQCH,-1.172960961,0.002489945
IQCJ,-0.669526771,0.001149854
IQCK,-2.022890749,0.008995639
IQCM,2.287365414,7.62E-25
IQCN,2.13568355,8.46E-07
IQGAP1,-0.868441156,0.001998107
IQGAP1,-1.043667305,0.004877448
IQGAP1,2.17726677,3.34E-178
IQGAP1,-0.643718795,0.000282171
IQGAP1,-0.519288855,0.00066004
IQGAP2,-1.206006811,4.70E-07
IQGAP2,-1.200723626,7.78E-06
IQGAP2,-1.112993536,1.38E-07
IQGAP2,-0.86367178,9.88E-05
IQGAP2,-0.924277813,0.000365677
IQGAP2,-1.004223506,0.00069622
IQGAP2,-0.801694229,0.001103258
IQGAP2,-0.568932992,0.000791542
IQGAP3,-3.621757592,0.000249239
IQSCHFP,-1.367630942,8.05E-05
IQSEC1,-0.572364141,0.004877681
IQSEC1,-0.663329537,0.000258384
IQSEC1,-0.511573371,0.003009598
IQSEC1,-0.592621391,0.000171557
IQSEC2,-0.724846834,9.57E-05
IQSEC2,-1.216103674,2.56E-47
IQSEC2,-0.800841932,2.25E-05
IQSEC3,-0.570137548,7.81E-16
IQSEC3,-0.934870036,0.02328829
IQUB,1.52658405,4.63E-06
IRAG2,-1.110606616,0.005718601
IRAK1,-0.619528616,0.002659214
IRAK1 /// MECP2,-0.69831402,2.04E-05
IRAK1 /// MECP2,-0.772143036,6.52E-05
IRAK1 /// MECP2,-0.586069246,0.003212637
IRAK3,3.031874299,9.67E-20
IRAK4,-0.536418346,0.007389569
IREB2,-0.730482542,3.13E-06
IREB2,-0.69987548,8.67E-06
IREB2,-0.646494038,3.22E-05
IREB2,-0.552920331,0.003714235
IRF1,1.585747063,1.21E-07
IRF1,1.979508105,7.88E-08
IRF1,4.308642603,5.23E-10
IRF1,1.583246404,6.33E-07
IRF1,5.657315443,0
IRF1,4.468180605,7.12E-08
IRF1,1.945133824,1.86E-06
IRF1,1.846868471,9.48E-05
IRF1,2.271250988,1.71E-08
IRF1,1.690580817,5.72E-07
IRF1,1.603637928,0.000131665
IRF1,1.864109333,0.030154946
IRF1,3.983502989,0.009522426
IRF2-DT,1.749982603,0.001192933
IRF3,-0.593310902,0.011224354
IRF3,-0.545175006,0.018704034
IRF3,-0.67909869,0.03250764
IRF3,-0.581303512,0.037972679
IRF3,-0.723803656,0.039426441
IRF3,-0.530759303,0.000454896
IRF3,-0.604842688,0.011929119
IRF4,2.863459106,2.37E-10
IRF5,3.738826753,2.12E-168
IRF6,-0.925621298,0.044250675
IRF7,4.606189053,4.94E-10
IRF7,2.773334283,1.94E-07
IRF7,8.05043524,0
IRF7,5.536589865,8.77E-10
IRF7,1.834679235,0.000687944
IRF7,1.923805536,2.73E-07
IRF7,3.922928398,0.011323377
IRF8,2.635742468,1.10E-06
IRF8,3.339225391,7.06E-125
IRF8,2.894291206,4.21E-06
IRF9,2.54595047,6.36E-09
IRF9,1.632365094,9.00E-07
IRF9,3.690009408,3.95E-205
IRF9,3.062058206,1.38E-09
IRF9,2.94891844,1.18E-09
IRF9,1.758965844,7.08E-07
IRF9,2.214139101,1.95E-05
IRF9,1.823231105,0.014129602
IRG1,3.749674528,4.02E-08
IRGC1,1.605474398,0.005121987
IRGM1,4.322496834,3.00E-10
IRGM1,6.412461086,0
IRGM1,5.45287896,5.99E-11
IRGM1,4.717055108,0.00437564
IRGM1,4.756257583,0.003229517
IRGM2,5.390356811,1.05E-255
IRGQ,-0.880622525,3.66E-06
IRGQ,-0.821101331,1.37E-05
IRGQ,-0.89217513,9.24E-26
IRS1,-0.502250377,0.000304215
IRS1,-0.576334159,0.001970374
IRS1,-0.709630538,0.023533831
IRS2,1.509195147,3.21E-06
IRS4,-0.76538284,0.012456868
IRX2,-0.713476781,3.24E-05
ISCA1,-0.641395796,1.16E-05
ISCA1,-0.522076973,0.000793453
ISCA1,-0.543656195,0.000872133
ISCA1,-0.696196587,4.43E-17
ISG15,2.927459846,5.98E-10
ISG15,4.52052612,1.91E-09
ISG15,2.094186339,1.32E-07
